EquipId, EquipType, Date, Time, Duration, Status, Code, Category, Reason, Comments , Component, WO, Action
T201, Lieb T282B,13-Jan-12,17:46:16,0:06:56, Down,401, Pit  UnSched. Maint., REPAIR TIME, FIRE ALARM ON,7600, FB204596, RESET
T201, Lieb T282B,13-Jan-12,19:41:04,0:26:55, Down,401, Pit  UnSched. Maint., REPAIR TIME, FIRE ALARM ON (25599),7600, FB204596, RESET
T201, Lieb T282B,15-Jan-12,15:59:20,0:28:02, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 391,1000, FB204796, COOLING DOWN 
T201, Lieb T282B,15-Jan-12,22:06:06,0:43:54, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6,1000, FB204796, CHECK AIR CLEANER
T201, Lieb T282B,16-Jan-12,5:27:17,0:03:07, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,16-Jan-12,7:45:03,0:02:48, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0, ., .
T201, Lieb T282B,16-Jan-12,7:47:51,0:42:28, Down,401, Pit  UnSched. Maint., REPAIR TIME, FUEL GAUGE ERROR ,1250, FB204924, REPAIR WIRING FUEL GAUGE         
T201, Lieb T282B,16-Jan-12,13:50:30,0:54:54, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5,1000, FB204924, CLEAN UP AIR CHARGE TEMP SENSOR  
T201, Lieb T282B,17-Jan-12,8:41:47,2:56:42, Down,401, Pit  UnSched. Maint., REPAIR TIME, GREASE PROBLEM,8000, FB205118, TOP UP GREASE
T201, Lieb T282B,18-Jan-12,5:38:48,1:11:12, Down,416, Pit  UnSched. Maint., DISPATCH/RADIOS/CAMERA, CAN'T TALK,7600,  ,  
T201, Lieb T282B,18-Jan-12,6:50:00,0:52:34, Down,416, Pit  UnSched. Maint., DISPATCH/RADIOS/CAMERA, CAN'T TALK,7600,  ,  
T201, Lieb T282B,18-Jan-12,8:17:08,0:29:30, Down,416, Pit  UnSched. Maint., DISPATCH/RADIOS/CAMERA, CAN'T TALK,7600,  ,  
T201, Lieb T282B,18-Jan-12,9:26:19,0:14:34, Down,416, Pit  UnSched. Maint., DISPATCH/RADIOS/CAMERA,  ,7600,  ,  
T201, Lieb T282B,18-Jan-12,9:43:42,2:28:19, Down,416, Pit  UnSched. Maint., DISPATCH/RADIOS/CAMERA,  ,7600,  ,  
T201, Lieb T282B,19-Jan-12,3:01:49,0:06:30, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,19-Jan-12,9:27:11,0:41:11, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENG CODE 5 (25684),1000, FB205495, CLEAN UP SENSOR AIR DUCT
T201, Lieb T282B,19-Jan-12,12:09:21,0:42:10, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS 45 (25684),5201, FB205516, COOLING DOWN
T201, Lieb T282B,19-Jan-12,14:50:59,0:58:53, Down,412, Pit  UnSched. Maint., ACCIDENT - OPR, OB ON RIGHT HAND D BODY,9999, ., .
T201, Lieb T282B,20-Jan-12,0:14:21,0:30:30, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, ENGINE CODE (ET),9999, FB99999, NO DEFFECT
T201, Lieb T282B,20-Jan-12,9:20:09,0:08:43, Down,405, Pit  UnSched. Maint., OTHER, DICEK MEKANIK,9999, ., NO DEFECT
T201, Lieb T282B,20-Jan-12,13:19:43,0:29:52, Down,405, Pit  UnSched. Maint., OTHER, SUSPENSI PROBLEM,9999, ., NO DEFECT
T201, Lieb T282B,20-Jan-12,13:49:35,1:00:25, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENG CODE 5 & 6 (25703),1000, FB205701, REPLACE AIR CLEANER IN & EX
T201, Lieb T282B,20-Jan-12,14:50:00,0:46:47, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENG CODE 5 & 6 (25703),1000, FB205701, REPLACE AIR CLEANER IN & EX
T201, Lieb T282B,21-Jan-12,19:50:21,0:00:30, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENG CODE 219,1000,  , REPAIR IP
T201, Lieb T282B,21-Jan-12,19:50:51,0:29:48, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENG CODE 219 (51262),1000, FB205842, REPAIR HARNESS TEMP EXHAUST B3
T201, Lieb T282B,22-Jan-12,2:19:30,0:01:10, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,22-Jan-12,15:21:32,5:51:42, Down,301, Main Sched. Maint., SERVICE OVERHAUL, SERVICE 250 HRS,9000,784423, SERVICE
T201, Lieb T282B,22-Jan-12,21:13:14,1:36:46, Down,201, Main UnSched. Maint., REPAIR TIME, OIL COOLER GEAR SET (25737),5050, HT405659, REPLACE
T201, Lieb T282B,22-Jan-12,22:50:00,1:14:46, Down,201, Main UnSched. Maint., REPAIR TIME, OIL COOLER GEAR SET (25737),5050, HT405659, REPLACE
T201, Lieb T282B,23-Jan-12,15:43:23,5:24:06, Down,206, Main UnSched. Maint., WARRANTY, SUSP RR LEAK,7200, FB206080, ADJUST SUSP
T201, Lieb T282B,24-Jan-12,2:19:12,0:27:10, Down,801, Tyre  UnSched. Maint., REPAIR TIME, LPR TYRE POS 6,4200,  , PUMPING PRESS
T201, Lieb T282B,24-Jan-12,9:41:47,0:12:41, Down,401, Pit  UnSched. Maint., REPAIR TIME, SUSP RR DROP (25752),7200, FB206080, CHECK RR SUSP
T201, Lieb T282B,24-Jan-12,15:57:26,0:56:56, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6 (25752),1000, FB206300, CHECK INTERCOOLER
T201, Lieb T282B,24-Jan-12,16:54:22,0:00:54, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6 (25752),1000, FB206300, CHECK INTERCOOLER
T201, Lieb T282B,24-Jan-12,16:55:16,0:08:36, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6 (25752),1000, FB206300, CHECK INTERCOOLER
T201, Lieb T282B,24-Jan-12,19:15:21,0:58:45, Down,810, Tyre  UnSched. Maint., TRAVEL TO & FROM W/SHOP, SWCT TYRE POS 4,4200,  ,  
T201, Lieb T282B,24-Jan-12,20:14:06,2:35:54, Down,801, Tyre  UnSched. Maint., REPAIR TIME, SWCT TYRE POS 4,4200,  ,  
T201, Lieb T282B,24-Jan-12,22:50:00,0:45:00, Down,801, Tyre  UnSched. Maint., REPAIR TIME, SWCT TYRE POS 4,4200,  ,  
T201, Lieb T282B,24-Jan-12,23:35:00,0:55:56, Down,812, Tyre  UnSched. Maint., MODS - OPR, SUDAH READY BOSS,9999,  ,  
T201, Lieb T282B,25-Jan-12,8:26:14,1:31:58, Down,401, Pit  UnSched. Maint., REPAIR TIME, SUSPENSI LR DROP (25768),7200, FB206397 , CHECK LR SUSPENSION
T201, Lieb T282B,25-Jan-12,9:58:12,0:27:34, Down,410, Pit  UnSched. Maint., TRAVEL TO & FROM W/SHOP, SUSPENSI LR DROP (25768),7200, FB206397, SENT TO  LIEBHERR SHOP
T201, Lieb T282B,25-Jan-12,10:25:46,4:24:14, Down,401, Pit  UnSched. Maint., REPAIR TIME, SUSPENSI LR DROP (25768),7200, FB206397, ADJUST & REORING TRANDUCER SUSP
T201, Lieb T282B,25-Jan-12,14:50:00,4:26:10, Down,201, Main UnSched. Maint., REPAIR TIME, SUSPENSI LR DROP (25768),7200, FB206397, ADJUST & REORING TRANDUCER SUSP
T201, Lieb T282B,26-Jan-12,7:06:44,2:46:37, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 64,1000, FB206565 , REPLACE HP PUMP SENSOR
T201, Lieb T282B,26-Jan-12,9:53:21,0:30:38, Down,403, Pit  UnSched. Maint., WAITING ON PARTS, ENGINE CODE 64 (25776),1000,  FB206565 , W/P
T201, Lieb T282B,26-Jan-12,10:23:59,0:14:04, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 64 (25776),1000, FB206565 , CUTTING FILTER
T201, Lieb T282B,26-Jan-12,13:54:51,0:50:54, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE PWM3 (25778),1250, FB206601 , CHECK CONTROLL BLOCK PWM3
T201, Lieb T282B,26-Jan-12,14:45:45,0:04:15, Down,403, Pit  UnSched. Maint., WAITING ON PARTS, ENGINE CODE PWM3 (25778),1250, FB206601 , PICK UP PART FROM MTU
T201, Lieb T282B,26-Jan-12,14:50:00,1:14:16, Down,403, Pit  UnSched. Maint., WAITING ON PARTS, ENGINE CODE PWM3 (25778),1250, FB206601 , W/P
T201, Lieb T282B,26-Jan-12,16:04:16,4:05:46, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE PWM3 (25778),1250, FB206601, REPLACE BLOCK PWM 3
T201, Lieb T282B,26-Jan-12,20:10:02,2:10:19, Down,406, Pit  UnSched. Maint., WARRANTY, ENGINE CODE PWM3,1250, FB206601, REPAIR WAIRING BY MTU
T201, Lieb T282B,27-Jan-12,9:37:21,1:18:49, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS 92 (25785),5201, FB206718, RESET DAN DOWN LOAD
T201, Lieb T282B,27-Jan-12,16:07:16,0:32:06, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6 (25793),1000, FB206754, CHECK AIR CLENAER
T201, Lieb T282B,27-Jan-12,17:39:40,0:30:55, Down,401, Pit  UnSched. Maint., REPAIR TIME, LIMP MODE (25794),5201, ., RESET
T201, Lieb T282B,28-Jan-12,19:48:52,0:16:46, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, MONITOR SBS STUCK,7600, FB206926, W/L
T201, Lieb T282B,28-Jan-12,20:05:38,0:11:41, Down,401, Pit  UnSched. Maint., REPAIR TIME, MONITOR SBS STUCK,7600, FB206926, REPAIR WIRING SBS
T201, Lieb T282B,30-Jan-12,1:08:44,0:16:05, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, SIEMENS FAULT 205,5201, HT406448, W/L
T201, Lieb T282B,30-Jan-12,1:24:49,1:04:30, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 205,5201, HT406448, CHECK CONNECTOR
T201, Lieb T282B,30-Jan-12,8:15:07,6:34:53, Down,212, Main UnSched. Maint., ACCIDENT - OPR, HAND RAIL BROKEN,7050, FB207119, SENT TO M.SHOP & TOWING T231
T201, Lieb T282B,30-Jan-12,14:50:00,8:00:00, Down,212, Main UnSched. Maint., ACCIDENT - OPR, HANDRAIL BROKEN,7050, FB207119, REPAIR HANDRIL BY WELDER
T201, Lieb T282B,30-Jan-12,22:50:00,7:06:45, Down,212, Main UnSched. Maint., ACCIDENT - OPR, HANDRAIL BROKEN (25853),7050, FB207119, REPAIR 
T201, Lieb T282B,31-Jan-12,8:35:22,0:41:53, Down,401, Pit  UnSched. Maint., REPAIR TIME, HYDRAULIC OIL LEAKING,5050, FB207258, REPLACE COUPLER HOIST
T201, Lieb T282B,01-Feb-12,0:49:30,0:35:33, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS 111 (25862),5201, FB207365, RESET
T201, Lieb T282B,01-Feb-12,2:37:31,1:35:19, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENG CODE 5 AND 6 (25862),1000, FB207382, CHECK AIR INDUCTION
T201, Lieb T282B,01-Feb-12,13:25:08,0:05:43, Down,514, Pit  Sched. Maint., BREAKDOWN WAIT LABOUR, OVERDUE FUEL TIME,0,  ,  
T201, Lieb T282B,02-Feb-12,5:10:50,1:39:10, Down,401, Pit  UnSched. Maint., REPAIR TIME, FIRE ALARM ACTIVE (25880),7600, FB207508, REPAIR CONTROL FIRE ALARM HARNESS
T201, Lieb T282B,02-Feb-12,6:50:00,0:45:20, Down,401, Pit  UnSched. Maint., REPAIR TIME, FIRE ALARM ACTIVE (25880),7600, FB207508, REPAIR WIRING CONTROL FIRE ALARM 
T201, Lieb T282B,02-Feb-12,13:11:08,1:38:52, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 92 ,5201, FB207591, REPAIR HARNESS SPEED SENSOR
T201, Lieb T282B,02-Feb-12,14:50:00,0:53:41, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 92,5201, FB207591, REPAIR HARNESS SPEED SENSOR
T201, Lieb T282B,03-Feb-12,0:14:13,2:11:27, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, FIRE ALARM ON,7600, FB207508, WAITING LABOUR
T201, Lieb T282B,03-Feb-12,2:25:40,0:48:10, Down,401, Pit  UnSched. Maint., REPAIR TIME, FIRE ALARAM ON,7600, FB207508, REPAIR WAIRING
T201, Lieb T282B,03-Feb-12,4:32:36,1:24:56, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS 123 (ET),5201, FB207591, RESET
T201, Lieb T282B,03-Feb-12,14:41:22,0:08:38, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, ENGINE CODE 5 6 (25889),1000, FB207762, W/L
T201, Lieb T282B,03-Feb-12,14:50:00,0:08:26, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, ENGINE CODE 5 6 (25889),1000, FB207762, W/L
T201, Lieb T282B,03-Feb-12,14:58:26,1:02:28, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6 (25889),1000, FB207762, REPAIR
T201, Lieb T282B,03-Feb-12,17:27:15,0:01:04, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, ENGINE CODE 5 6 (25890),1000, FB207762, W/L
T201, Lieb T282B,03-Feb-12,17:28:19,0:20:39, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6 (25890),1000, FB207762, CHECK AIR INDUCTION
T201, Lieb T282B,03-Feb-12,18:41:11,0:01:01, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, AC PROBLEM,7320, FB207797, REPLACE RETURN FILTER
T201, Lieb T282B,03-Feb-12,18:42:12,2:19:36, Down,401, Pit  UnSched. Maint., REPAIR TIME, AC PROBLEM,7320, FB207797, REPLACE RETURN FILTER
T201, Lieb T282B,03-Feb-12,23:46:10,0:51:50, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 215,1000, FB207762, REPAIR CONECTOR HP PRESSURE
T201, Lieb T282B,05-Feb-12,15:57:42,0:03:14, Down,401, Pit  UnSched. Maint., REPAIR TIME, ADD HYD OIL,9999,  ,  
T201, Lieb T282B,06-Feb-12,12:18:57,0:22:05, Down,405, Pit  UnSched. Maint., OTHER, ENGINE CODE (ET),9999,  , READY SENDIRI
T201, Lieb T282B,06-Feb-12,16:00:08,0:56:04, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENG CODE 215 (25962),1000, FB208238, CLEAN UP HP PUMP SENSOR +HARNESS
T201, Lieb T282B,06-Feb-12,17:54:35,1:24:17, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, AC PROBLEM,7000,  , W/L
T201, Lieb T282B,06-Feb-12,19:18:52,0:28:53, Down,401, Pit  UnSched. Maint., REPAIR TIME, AC PROBLEM ,7320, FB208251, CHARGING FREON
T201, Lieb T282B,07-Feb-12,13:52:55,0:27:46, Down,901, Tyre  Sched. Maint., SERVICE OVERHAUL, FIX HOSE TYRE P#5 MOVE INS,4200,  ,  
T201, Lieb T282B,07-Feb-12,18:22:33,1:45:58, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, FUEL PRESSURE LOW,1250, FB208428, WTL
T201, Lieb T282B,07-Feb-12,20:08:31,2:18:06, Down,406, Pit  UnSched. Maint., WARRANTY, FUEL PRESSURE LOW,1250, FB208428, CHECK & REPLACE FUEL PRESS SENSOR
T201, Lieb T282B,08-Feb-12,4:54:08,0:29:22, Down,412, Pit  UnSched. Maint., ACCIDENT - OPR, AMBLASS,0,  ,  
T201, Lieb T282B,08-Feb-12,11:01:05,3:48:55, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, ENGINE CODE 63,1000, FB208526, CHECK BY MTU
T201, Lieb T282B,08-Feb-12,14:50:00,0:54:46, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, ENGINE CODE 63,1000, FB208526, WAITING LABOUR
T201, Lieb T282B,08-Feb-12,15:44:46,0:05:33, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 63,1000, FB208526, IP CUTTING OIL FILTER
T201, Lieb T282B,09-Feb-12,10:35:10,3:48:33, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 63,1000, FB208622, REPLACE SENSOR CRANKCASE
T201, Lieb T282B,09-Feb-12,16:59:23,1:12:01, Down,416, Pit  UnSched. Maint., DISPATCH/RADIOS/CAMERA, DISPATCH M4 STUCK,7600,  ,  
T201, Lieb T282B,11-Feb-12,14:48:51,0:01:09, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, AC PROBLEM,7320, FB208882, W/L PJP
T201, Lieb T282B,11-Feb-12,14:50:00,0:29:17, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, AC PROBLEM,7320, FB208882, W/L PJP
T201, Lieb T282B,11-Feb-12,15:19:17,0:22:10, Down,401, Pit  UnSched. Maint., REPAIR TIME, AC PROBLEM ,7320, FB208882, REPAIR AC BY PJP
T201, Lieb T282B,11-Feb-12,20:09:36,0:55:25, Down,410, Pit  UnSched. Maint., TRAVEL TO & FROM W/SHOP, GREASE PROBLEM,8000,  , SENT TO M.SHOP SERVICE 1500 HRS
T201, Lieb T282B,11-Feb-12,21:05:01,0:33:01, Down,317, Main Sched. Maint., WASHING EOUIPMENT, SERVICE 1500 HRS,7000,789151, WASHING UNIT
T201, Lieb T282B,11-Feb-12,21:38:02,1:11:58, Down,301, Main Sched. Maint., SERVICE OVERHAUL, SERVICE 1500 HRS,9000,789151, SERVICE
T201, Lieb T282B,11-Feb-12,22:50:00,8:00:00, Down,301, Main Sched. Maint., SERVICE OVERHAUL, SERVICE 1500 HRS,9000,789151, IP SERVICE
T201, Lieb T282B,12-Feb-12,6:50:00,8:00:00, Down,301, Main Sched. Maint., SERVICE OVERHAUL, 1500 HRS SERVICE (26034),9000,789151, SERVICE
T201, Lieb T282B,12-Feb-12,14:50:00,2:12:55, Down,301, Main Sched. Maint., SERVICE OVERHAUL, 1500 HRS SERVICE (26034),9000,789151, SERVICE
T201, Lieb T282B,12-Feb-12,17:38:56,1:58:55, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE,1000, FB209063, W/L
T201, Lieb T282B,13-Feb-12,11:23:18,0:39:50, Down,402, Pit  UnSched. Maint., NO LABOUR AVAILABLE, GREASE PROBLEM,8000, FB209144, SOSIALISASI LTI 2012
T201, Lieb T282B,13-Feb-12,12:03:08,1:08:10, Down,401, Pit  UnSched. Maint., REPAIR TIME, GREASE PROBLEM,8000, FB209144, TOP UP GREASE
T201, Lieb T282B,13-Feb-12,13:11:18,1:38:42, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, GREASE PUMP PROBLEM ,8000, FB209144, W/L ATLAS COPCO
T201, Lieb T282B,13-Feb-12,14:50:00,1:35:36, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, GREASE PUMP PROBLEM ,8000, FB209144, W/L ATLAS COPCO
T201, Lieb T282B,13-Feb-12,16:25:36,0:32:55, Down,401, Pit  UnSched. Maint., REPAIR TIME, GREASE PUMP PROBLEM ,8000, FB209144, REPAIR GREASE PUMP
T201, Lieb T282B,13-Feb-12,18:24:29,2:00:40, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6,1000,  ,  
T201, Lieb T282B,13-Feb-12,20:49:01,0:16:31, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 5 6,1000, FB209229, RESET
T201, Lieb T282B,14-Feb-12,5:17:28,0:17:14, Down,414, Pit  UnSched. Maint., BREAKDOWN WAIT LABOUR, MINOR PROBLEM,9999,  ,  
T201, Lieb T282B,14-Feb-12,10:10:20,3:43:30, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS PARTS HOT (26036),5201, FB209320, REPAIR HARNESS 1 XM
T201, Lieb T282B,16-Feb-12,20:08:28,0:42:36, Down,401, Pit  UnSched. Maint., REPAIR TIME, SIEMENS FAULT 41,5201, FB209645, REPAIR WIRING TEMP SENSOR MOTOR
T201, Lieb T282B,17-Feb-12,0:56:23,0:17:22, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 30 (26067),1000, FB209645, REPAIR WIRING SPEED SENSOR ENG   
T201, Lieb T282B,17-Feb-12,12:08:21,2:41:39, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 63,1000, FB209229, CHECK OIL FILTER & CHECK PARTICLE
T201, Lieb T282B,17-Feb-12,14:50:00,2:35:44, Down,401, Pit  UnSched. Maint., REPAIR TIME, ENGINE CODE 63,1000, FB209229, REPLACE ELEMANT BREATHER
T201, Lieb T282B,18-Feb-12,5:21:16,1:28:44, Down,401, Pit  UnSched. Maint., REPAIR TIME, HOIST TEMP HIGH (26088),5050, FB209832, COOLING DOWN & ADJUST PROIMITY
T201, Lieb T282B,18-Feb-12,6:50:00,0:42:51, Down,401, Pit  UnSched. Maint., REPAIR TIME, HOIST TEMP HIGH (26088),5050, FB209832, REPLACE SELENOID
